Protein Accession	DNA Accession	ARO Category Name	ARO Accession
AIT76095.1	KM087842	beta-lactam resistance gene	ARO:3000129
AET05998.1	JN129451	antibiotic inactivation enzyme	ARO:3000557
AET05998.1	JN129451	beta-lactam resistance gene	ARO:3000129
AIG94927.1	KJ865754	antibiotic inactivation enzyme	ARO:3000557
AIG94927.1	KJ865754	beta-lactam resistance gene	ARO:3000129
AIN56719.1	KJ997966	antibiotic inactivation enzyme	ARO:3000557
AIN56719.1	KJ997966	beta-lactam resistance gene	ARO:3000129
CAD32564.1	AJ488302	antibiotic inactivation enzyme	ARO:3000557
CAD32564.1	AJ488302	beta-lactam resistance gene	ARO:3000129
BAP28835.1	AB983359	antibiotic inactivation enzyme	ARO:3000557
BAP28835.1	AB983359	beta-lactam resistance gene	ARO:3000129
AIZ00987.1	KM401566	antibiotic inactivation enzyme	ARO:3000557
AIZ00987.1	KM401566	beta-lactam resistance gene	ARO:3000129
AIY30331.1	KM433671	antibiotic inactivation enzyme	ARO:3000557
AIY30331.1	KM433671	beta-lactam resistance gene	ARO:3000129
AIY30332.1	KM433672	antibiotic inactivation enzyme	ARO:3000557
AIY30332.1	KM433672	beta-lactam resistance gene	ARO:3000129
AJA32742.1	KM588352	antibiotic inactivation enzyme	ARO:3000557
AJA32742.1	KM588352	beta-lactam resistance gene	ARO:3000129
AJA32743.1	KM588353	antibiotic inactivation enzyme	ARO:3000557
AJA32743.1	KM588353	beta-lactam resistance gene	ARO:3000129
AJA32744.1	KM588354	antibiotic inactivation enzyme	ARO:3000557
AJA32744.1	KM588354	beta-lactam resistance gene	ARO:3000129
CAD32565.1	AJ488303	antibiotic inactivation enzyme	ARO:3000557
CAD32565.1	AJ488303	beta-lactam resistance gene	ARO:3000129
AJT57878.1	KP144324	antibiotic inactivation enzyme	ARO:3000557
AJT57878.1	KP144324	beta-lactam resistance gene	ARO:3000129
CAD58780.1	AJ519683	antibiotic inactivation enzyme	ARO:3000557
CAD58780.1	AJ519683	beta-lactam resistance gene	ARO:3000129
BAR45714.1	LC037981	antibiotic inactivation enzyme	ARO:3000557
BAR45714.1	LC037981	beta-lactam resistance gene	ARO:3000129
AFP97030.1	JX131372	antibiotic inactivation enzyme	ARO:3000557
AFP97030.1	JX131372	beta-lactam resistance gene	ARO:3000129
AAP69225.1	AY237830	antibiotic inactivation enzyme	ARO:3000557
AAP69225.1	AY237830	beta-lactam resistance gene	ARO:3000129
AAP70012.1	AY236073	antibiotic inactivation enzyme	ARO:3000557
AAP70012.1	AY236073	beta-lactam resistance gene	ARO:3000129
AAP40270.1	AY288523	antibiotic inactivation enzyme	ARO:3000557
AAP40270.1	AY288523	beta-lactam resistance gene	ARO:3000129
CAA41211.1	X58272	antibiotic inactivation enzyme	ARO:3000557
CAA41211.1	X58272	beta-lactam resistance gene	ARO:3000129
AAQ76277.1	AY306130	antibiotic inactivation enzyme	ARO:3000557
AAQ76277.1	AY306130	beta-lactam resistance gene	ARO:3000129
CAC83905.2	AJ309734	antibiotic inactivation enzyme	ARO:3000557
CAC83905.2	AJ309734	beta-lactam resistance gene	ARO:3000129
AAP43641.1	AY289608	antibiotic inactivation enzyme	ARO:3000557
AAP43641.1	AY289608	beta-lactam resistance gene	ARO:3000129
AAR89917.1	AY500137	antibiotic inactivation enzyme	ARO:3000557
AAR89917.1	AY500137	beta-lactam resistance gene	ARO:3000129
AAR03105.1	AY343493	antibiotic inactivation enzyme	ARO:3000557
AAR03105.1	AY343493	beta-lactam resistance gene	ARO:3000129
AAR32651.1	AY445080	antibiotic inactivation enzyme	ARO:3000557
AAR32651.1	AY445080	beta-lactam resistance gene	ARO:3000129
CAF74882.1	AJ631966	antibiotic inactivation enzyme	ARO:3000557
CAF74882.1	AJ631966	beta-lactam resistance gene	ARO:3000129
YP_001840873.1	NC_010605	antibiotic inactivation enzyme	ARO:3000557
YP_001840873.1	NC_010605	beta-lactam resistance gene	ARO:3000129
CAG15145.1	AJ632249	antibiotic inactivation enzyme	ARO:3000557
CAG15145.1	AJ632249	beta-lactam resistance gene	ARO:3000129
AAQ08905.1	AF525303	antibiotic inactivation enzyme	ARO:3000557
AAQ08905.1	AF525303	beta-lactam resistance gene	ARO:3000129
AAT01092.1	AY587956	antibiotic inactivation enzyme	ARO:3000557
AAT01092.1	AY587956	beta-lactam resistance gene	ARO:3000129
AAR32134.1	AY423074	antibiotic inactivation enzyme	ARO:3000557
AAR32134.1	AY423074	beta-lactam resistance gene	ARO:3000129
AAU88145.1	AY619003	antibiotic inactivation enzyme	ARO:3000557
AAU88145.1	AY619003	beta-lactam resistance gene	ARO:3000129
AAW81336.1	AY750907	antibiotic inactivation enzyme	ARO:3000557
AAW81336.1	AY750907	beta-lactam resistance gene	ARO:3000129
AAW81337.1	AY750908	antibiotic inactivation enzyme	ARO:3000557
AAW81337.1	AY750908	beta-lactam resistance gene	ARO:3000129
YP_001846219.1	NC_010611	antibiotic inactivation enzyme	ARO:3000557
YP_001846219.1	NC_010611	beta-lactam resistance gene	ARO:3000129
ABF50983.1	DQ491200	antibiotic inactivation enzyme	ARO:3000557
ABF50983.1	DQ491200	beta-lactam resistance gene	ARO:3000129
AAW81339.1	AY750910	antibiotic inactivation enzyme	ARO:3000557
AAW81339.1	AY750910	beta-lactam resistance gene	ARO:3000129
YP_001713983.1	NC_010410	antibiotic inactivation enzyme	ARO:3000557
YP_001713983.1	NC_010410	beta-lactam resistance gene	ARO:3000129
CAA53242.1	X75562	antibiotic inactivation enzyme	ARO:3000557
CAA53242.1	X75562	beta-lactam resistance gene	ARO:3000129
AAW81341.1	AY750912	antibiotic inactivation enzyme	ARO:3000557
AAW81341.1	AY750912	beta-lactam resistance gene	ARO:3000129
AAW81342.1	AY750913	antibiotic inactivation enzyme	ARO:3000557
AAW81342.1	AY750913	beta-lactam resistance gene	ARO:3000129
ABP87779.2	EF534256	antibiotic inactivation enzyme	ARO:3000557
ABP87779.2	EF534256	beta-lactam resistance gene	ARO:3000129
AAW22056.1	AY762325	antibiotic inactivation enzyme	ARO:3000557
AAW22056.1	AY762325	beta-lactam resistance gene	ARO:3000129
CAH69530.1	AJ854182	antibiotic inactivation enzyme	ARO:3000557
CAH69530.1	AJ854182	beta-lactam resistance gene	ARO:3000129
YP_001707429.1	NC_010400	antibiotic inactivation enzyme	ARO:3000557
YP_001707429.1	NC_010400	beta-lactam resistance gene	ARO:3000129
AAX51234.1	AY949203	antibiotic inactivation enzyme	ARO:3000557
AAX51234.1	AY949203	beta-lactam resistance gene	ARO:3000129
AAX51233.1	AY949202	antibiotic inactivation enzyme	ARO:3000557
AAX51233.1	AY949202	beta-lactam resistance gene	ARO:3000129
AAW81358.1	AY862132	antibiotic inactivation enzyme	ARO:3000557
AAW81358.1	AY862132	beta-lactam resistance gene	ARO:3000129
ABV71246.1	EU019534	antibiotic inactivation enzyme	ARO:3000557
ABV71246.1	EU019534	beta-lactam resistance gene	ARO:3000129
ABV71247.1	EU019535	antibiotic inactivation enzyme	ARO:3000557
ABV71247.1	EU019535	beta-lactam resistance gene	ARO:3000129
ABV71248.1	EU019536	antibiotic inactivation enzyme	ARO:3000557
ABV71248.1	EU019536	beta-lactam resistance gene	ARO:3000129
ABC26007.1	DQ309277	antibiotic inactivation enzyme	ARO:3000557
ABC26007.1	DQ309277	beta-lactam resistance gene	ARO:3000129
ABC26006.1	DQ309276	antibiotic inactivation enzyme	ARO:3000557
ABC26006.1	DQ309276	beta-lactam resistance gene	ARO:3000129
AAP69916.1	AY227054	antibiotic inactivation enzyme	ARO:3000557
AAP69916.1	AY227054	beta-lactam resistance gene	ARO:3000129
AAZ78361.1	DQ149247	antibiotic inactivation enzyme	ARO:3000557
AAZ78361.1	DQ149247	beta-lactam resistance gene	ARO:3000129
ABC84263.1	DQ348075	antibiotic inactivation enzyme	ARO:3000557
ABC84263.1	DQ348075	beta-lactam resistance gene	ARO:3000129
ABD48715.1	DQ392963	antibiotic inactivation enzyme	ARO:3000557
ABD48715.1	DQ392963	beta-lactam resistance gene	ARO:3000129
ABE03012.1	DQ445683	antibiotic inactivation enzyme	ARO:3000557
ABE03012.1	DQ445683	beta-lactam resistance gene	ARO:3000129
AAA98406.1	M55547	antibiotic inactivation enzyme	ARO:3000557
AAA98406.1	M55547	beta-lactam resistance gene	ARO:3000129
CAJ77809.1	AM231719	antibiotic inactivation enzyme	ARO:3000557
CAJ77809.1	AM231719	beta-lactam resistance gene	ARO:3000129
ABF47914.1	DQ519086	antibiotic inactivation enzyme	ARO:3000557
ABF47914.1	DQ519086	beta-lactam resistance gene	ARO:3000129
ABC61637.1	DQ335566	antibiotic inactivation enzyme	ARO:3000557
ABC61637.1	DQ335566	beta-lactam resistance gene	ARO:3000129
ABF47916.1	DQ519087	antibiotic inactivation enzyme	ARO:3000557
ABF47916.1	DQ519087	beta-lactam resistance gene	ARO:3000129
ABF47917.1	DQ519088	antibiotic inactivation enzyme	ARO:3000557
ABF47917.1	DQ519088	beta-lactam resistance gene	ARO:3000129
ABF47918.1	DQ519089	antibiotic inactivation enzyme	ARO:3000557
ABF47918.1	DQ519089	beta-lactam resistance gene	ARO:3000129
ABF47919.1	DQ519090	antibiotic inactivation enzyme	ARO:3000557
ABF47919.1	DQ519090	beta-lactam resistance gene	ARO:3000129
ABO33299.1	EF102240	antibiotic inactivation enzyme	ARO:3000557
ABO33299.1	EF102240	beta-lactam resistance gene	ARO:3000129
CAK50801.1	AM279652	antibiotic inactivation enzyme	ARO:3000557
CAK50801.1	AM279652	beta-lactam resistance gene	ARO:3000129
ABI53716.1	DQ888718	antibiotic inactivation enzyme	ARO:3000557
ABI53716.1	DQ888718	beta-lactam resistance gene	ARO:3000129
CAA82916.1	Z30177	antibiotic inactivation enzyme	ARO:3000557
CAA82916.1	Z30177	beta-lactam resistance gene	ARO:3000129
CAI43413.1	AJ871865	antibiotic inactivation enzyme	ARO:3000557
CAI43413.1	AJ871865	beta-lactam resistance gene	ARO:3000129
AAL78275.1	AY077482	antibiotic inactivation enzyme	ARO:3000557
AAL78275.1	AY077482	beta-lactam resistance gene	ARO:3000129
AAL78276.1	AY077483	antibiotic inactivation enzyme	ARO:3000557
AAL78276.1	AY077483	beta-lactam resistance gene	ARO:3000129
CAB42615.1	Y17715	antibiotic inactivation enzyme	ARO:3000557
CAB42615.1	Y17715	beta-lactam resistance gene	ARO:3000129
CAI43414.1	AJ871866	antibiotic inactivation enzyme	ARO:3000557
CAI43414.1	AJ871866	beta-lactam resistance gene	ARO:3000129
ACV44456.1	FJ785626	antibiotic inactivation enzyme	ARO:3000557
ACV44456.1	FJ785626	beta-lactam resistance gene	ARO:3000129
AAL79541.1	AF473577	antibiotic inactivation enzyme	ARO:3000557
AAL79541.1	AF473577	beta-lactam resistance gene	ARO:3000129
AAL78281.2	AY077488	antibiotic inactivation enzyme	ARO:3000557
AAL78281.2	AY077488	beta-lactam resistance gene	ARO:3000129
CAB42614.1	Y17714	antibiotic inactivation enzyme	ARO:3000557
CAB42614.1	Y17714	beta-lactam resistance gene	ARO:3000129
CAG34107.1	AJ746227	antibiotic inactivation enzyme	ARO:3000557
CAG34107.1	AJ746227	beta-lactam resistance gene	ARO:3000129
AAL78278.2	AY077485	antibiotic inactivation enzyme	ARO:3000557
AAL78278.2	AY077485	beta-lactam resistance gene	ARO:3000129
CAA88908.1	Z49084	antibiotic inactivation enzyme	ARO:3000557
CAA88908.1	Z49084	beta-lactam resistance gene	ARO:3000129
AAL17873.1	AY055205	antibiotic inactivation enzyme	ARO:3000557
AAL17873.1	AY055205	beta-lactam resistance gene	ARO:3000129
ACV44455.1	FJ785625	antibiotic inactivation enzyme	ARO:3000557
ACV44455.1	FJ785625	beta-lactam resistance gene	ARO:3000129
AAN28732.1	AF491278	antibiotic inactivation enzyme	ARO:3000557
AAN28732.1	AF491278	beta-lactam resistance gene	ARO:3000129
AAL78161.1	AY077481	antibiotic inactivation enzyme	ARO:3000557
AAL78161.1	AY077481	beta-lactam resistance gene	ARO:3000129
CAI43417.1	AJ871869	antibiotic inactivation enzyme	ARO:3000557
CAI43417.1	AJ871869	beta-lactam resistance gene	ARO:3000129
CAI43419.1	AJ871871	antibiotic inactivation enzyme	ARO:3000557
CAI43419.1	AJ871871	beta-lactam resistance gene	ARO:3000129
CAI43422.1	AJ871874	antibiotic inactivation enzyme	ARO:3000557
CAI43422.1	AJ871874	beta-lactam resistance gene	ARO:3000129
CAI43423.1	AJ871875	antibiotic inactivation enzyme	ARO:3000557
CAI43423.1	AJ871875	beta-lactam resistance gene	ARO:3000129
CAI43424.1	AJ871876	antibiotic inactivation enzyme	ARO:3000557
CAI43424.1	AJ871876	beta-lactam resistance gene	ARO:3000129
CAI43425.1	AJ871877	antibiotic inactivation enzyme	ARO:3000557
CAI43425.1	AJ871877	beta-lactam resistance gene	ARO:3000129
	NC_002663.1	aminoglycoside resistance gene	ARO:3000104
	NC_002663.1	antibiotic resistant gene variant or mutant	ARO:0000031
NP_417544.5	NC_000913.3	efflux pump conferring antibiotic resistance	ARO:3000159
NP_358969.1	NC_003098.1	efflux pump conferring antibiotic resistance	ARO:3000159
YP_001569085.1	NC_010066	antibiotic inactivation enzyme	ARO:3000557
YP_001569085.1	NC_010066	antibiotic resistance gene cluster, cassette, or operon	ARO:0000010
YP_001569085.1	NC_010066	beta-lactam resistance gene	ARO:3000129
ACQ82807.1	FJ666065	antibiotic inactivation enzyme	ARO:3000557
ACQ82807.1	FJ666065	beta-lactam resistance gene	ARO:3000129
ACQ82815.1	FJ666073	antibiotic inactivation enzyme	ARO:3000557
ACQ82815.1	FJ666073	beta-lactam resistance gene	ARO:3000129
ACQ82806.1	FJ666064	antibiotic inactivation enzyme	ARO:3000557
ACQ82806.1	FJ666064	beta-lactam resistance gene	ARO:3000129
ACQ82808.1	FJ666066	antibiotic inactivation enzyme	ARO:3000557
ACQ82808.1	FJ666066	beta-lactam resistance gene	ARO:3000129
ACQ82809.1	FJ666067	antibiotic inactivation enzyme	ARO:3000557
ACQ82809.1	FJ666067	beta-lactam resistance gene	ARO:3000129
ACQ82810.1	FJ666068	antibiotic inactivation enzyme	ARO:3000557
ACQ82810.1	FJ666068	beta-lactam resistance gene	ARO:3000129
ACQ82811.1	FJ666069	antibiotic inactivation enzyme	ARO:3000557
ACQ82811.1	FJ666069	beta-lactam resistance gene	ARO:3000129
ACQ82812.1	FJ666070	antibiotic inactivation enzyme	ARO:3000557
ACQ82812.1	FJ666070	beta-lactam resistance gene	ARO:3000129
ACQ82813.1	FJ666071	antibiotic inactivation enzyme	ARO:3000557
ACQ82813.1	FJ666071	beta-lactam resistance gene	ARO:3000129
ACQ82814.1	FJ666072	antibiotic inactivation enzyme	ARO:3000557
ACQ82814.1	FJ666072	beta-lactam resistance gene	ARO:3000129
AJP77059	KP109677	antibiotic inactivation enzyme	ARO:3000557
AJP77059	KP109677	beta-lactam resistance gene	ARO:3000129
AJP77071	KP109678	antibiotic inactivation enzyme	ARO:3000557
AJP77071	KP109678	beta-lactam resistance gene	ARO:3000129
AJP77076	KP109679	antibiotic inactivation enzyme	ARO:3000557
AJP77076	KP109679	beta-lactam resistance gene	ARO:3000129
CAA79968.1	Z21957.1	antibiotic inactivation enzyme	ARO:3000557
CAA79968.1	Z21957.1	beta-lactam resistance gene	ARO:3000129
CAA63714.1	X93314	antibiotic inactivation enzyme	ARO:3000557
CAA63714.1	X93314	beta-lactam resistance gene	ARO:3000129
AAU89132.1	AY740681	antibiotic inactivation enzyme	ARO:3000557
AAU89132.1	AY740681	beta-lactam resistance gene	ARO:3000129
ACE77058.1	EU748544	antibiotic inactivation enzyme	ARO:3000557
ACE77058.1	EU748544	beta-lactam resistance gene	ARO:3000129
ACN22483.1	FJ627180	antibiotic inactivation enzyme	ARO:3000557
ACN22483.1	FJ627180	beta-lactam resistance gene	ARO:3000129
ADD80743.1	GQ396303	antibiotic inactivation enzyme	ARO:3000557
ADD80743.1	GQ396303	beta-lactam resistance gene	ARO:3000129
AEI54993.1	HQ713678	antibiotic inactivation enzyme	ARO:3000557
AEI54993.1	HQ713678	beta-lactam resistance gene	ARO:3000129
BAG33043.1	AP009380.1	gene altering cell wall charge conferring antibiotic resistance	ARO:3003580
BAG33043.1	AP009380.1	polymyxin resistance gene	ARO:3002984
AAB39605.1	U67308.1	antibiotic resistant gene variant or mutant	ARO:0000031
AAB39605.1	U67308.1	elfamycin resistance gene	ARO:3001311
BAA03718.1	D16171	antibiotic inactivation enzyme	ARO:3000557
BAA03718.1	D16171	chloramphenicol resistance gene	ARO:3000398
NP_253464.1	NC_002516.2	gene altering cell wall charge conferring antibiotic resistance	ARO:3003580
NP_253464.1	NC_002516.2	polymyxin resistance gene	ARO:3002984
NP_358469.1	NC_003098.1	efflux pump conferring antibiotic resistance	ARO:3000159
AEX49906.1	JQ340365	gene altering cell wall charge conferring antibiotic resistance	ARO:3003580
AEX49906.1	JQ340365	polymyxin resistance gene	ARO:3002984
BAE78116.1	AP009048	gene altering cell wall charge conferring antibiotic resistance	ARO:3003580
BAE78116.1	AP009048	polymyxin resistance gene	ARO:3002984
AAC75089.1	U00096	gene altering cell wall charge conferring antibiotic resistance	ARO:3003580
AAC75089.1	U00096	polymyxin resistance gene	ARO:3002984
AAC75314.1	U00096	gene altering cell wall charge conferring antibiotic resistance	ARO:3003580
AAC75314.1	U00096	polymyxin resistance gene	ARO:3002984
BAA07072.1	D37826	efflux pump conferring antibiotic resistance	ARO:3000159
	NR_040847.1	antibiotic resistant gene variant or mutant	ARO:0000031
	NR_040847.1	tetracycline resistance gene	ARO:3000472
WP_002530866.1	NC_006085.1	antibiotic resistant gene variant or mutant	ARO:0000031
WP_002530866.1	NC_006085.1	fluoroquinolone resistance gene	ARO:3000102
BAA37152.1	AB003428.1	antibiotic resistant gene variant or mutant	ARO:0000031
BAA37152.1	AB003428.1	fluoroquinolone resistance gene	ARO:3000102
BAA37152.1	AB003428.1	gene involved in self resistance to antibiotic	ARO:3000492
NP_251858.1	NC_002516.2	antibiotic resistant gene variant or mutant	ARO:0000031
NP_251858.1	NC_002516.2	fluoroquinolone resistance gene	ARO:3000102
NP_249649.1	NC_002516.2	gene modulating permeability to antibiotic	ARO:3000270
NP_253654.1	NC_002516.2	antibiotic resistant gene variant or mutant	ARO:0000031
NP_253654.1	NC_002516.2	fluoroquinolone resistance gene	ARO:3000102
NP_249870.1	NC_002516.2	efflux pump conferring antibiotic resistance	ARO:3000159
NP_249870.1	NC_002516.2	gene altering cell wall charge conferring antibiotic resistance	ARO:3003580
NP_249870.1	NC_002516.2	gene modulating antibiotic efflux	ARO:3000451
NP_249870.1	NC_002516.2	polymyxin resistance gene	ARO:3002984
NP_249871.1	NC_002516.2	efflux pump conferring antibiotic resistance	ARO:3000159
NP_249871.1	NC_002516.2	gene altering cell wall charge conferring antibiotic resistance	ARO:3003580
NP_249871.1	NC_002516.2	gene modulating antibiotic efflux	ARO:3000451
NP_249871.1	NC_002516.2	polymyxin resistance gene	ARO:3002984
AAM15533.1	AF482691.2	aminoglycoside resistance gene	ARO:3000104
AAM15533.1	AF482691.2	gene conferring resistance via absence	ARO:3003768
BAJ09383.1	AB566411	efflux pump conferring antibiotic resistance	ARO:3000159
AAQ10694.1	AF535087	efflux pump conferring antibiotic resistance	ARO:3000159
AAZ42322.1	DQ149925.1	efflux pump conferring antibiotic resistance	ARO:3000159
AEZ36150.1	JQ064560	efflux pump conferring antibiotic resistance	ARO:3000159
ABI50486.1	DQ831141	antibiotic target protection protein	ARO:3000185
ABI50486.1	DQ831141	fluoroquinolone resistance gene	ARO:3000102
ADU33193.1	HQ449669	antibiotic target protection protein	ARO:3000185
ADU33193.1	HQ449669	fluoroquinolone resistance gene	ARO:3000102
AAZ04782.1	DQ058661	antibiotic target protection protein	ARO:3000185
AAZ04782.1	DQ058661	fluoroquinolone resistance gene	ARO:3000102
AAZ04783.1	DQ058662	antibiotic target protection protein	ARO:3000185
AAZ04783.1	DQ058662	fluoroquinolone resistance gene	ARO:3000102
AAZ04784.1	DQ058663	antibiotic target protection protein	ARO:3000185
AAZ04784.1	DQ058663	fluoroquinolone resistance gene	ARO:3000102
AAZ78355.1	DQ151889	antibiotic target protection protein	ARO:3000185
AAZ78355.1	DQ151889	fluoroquinolone resistance gene	ARO:3000102
ACV83303.2	GQ463707	antibiotic target protection protein	ARO:3000185
ACV83303.2	GQ463707	fluoroquinolone resistance gene	ARO:3000102
ABC86904.1	DQ351241	antibiotic target protection protein	ARO:3000185
ABC86904.1	DQ351241	fluoroquinolone resistance gene	ARO:3000102
ABG56269.1	DQ631414	antibiotic target protection protein	ARO:3000185
ABG56269.1	DQ631414	fluoroquinolone resistance gene	ARO:3000102
ABS30107.1	EF653270	antibiotic target protection protein	ARO:3000185
ABS30107.1	EF653270	fluoroquinolone resistance gene	ARO:3000102
CAO82104.1	AM774474	antibiotic target protection protein	ARO:3000185
CAO82104.1	AM774474	fluoroquinolone resistance gene	ARO:3000102
ABX72042.1	EU273755	antibiotic target protection protein	ARO:3000185
ABX72042.1	EU273755	fluoroquinolone resistance gene	ARO:3000102
ABX72044.1	EU273757	antibiotic target protection protein	ARO:3000185
ABX72044.1	EU273757	fluoroquinolone resistance gene	ARO:3000102
ABX72227.1	EU302865	antibiotic target protection protein	ARO:3000185
ABX72227.1	EU302865	fluoroquinolone resistance gene	ARO:3000102
ABV66096.1	EU136183	antibiotic target protection protein	ARO:3000185
ABV66096.1	EU136183	fluoroquinolone resistance gene	ARO:3000102
CAP45902.1	AM919398	antibiotic target protection protein	ARO:3000185
CAP45902.1	AM919398	fluoroquinolone resistance gene	ARO:3000102
CAP45903.1	AM919399	antibiotic target protection protein	ARO:3000185
CAP45903.1	AM919399	fluoroquinolone resistance gene	ARO:3000102
